	Density	Loading C	Loading Ion	Loading Pt	Mass atten.	Thickness	calc. GSV
338	0.6666666666666666	0.566	0.217	0.217	4.622670239390748	15	14893.912757950744
339	0.6673333333333334	0.595	0.203	0.203	4.332322862078621	15	14698.030580993054
340	0.6673333333333334	0.014	0.425	0.562	11.931188911047172	15	19907.444852458055
341	0.6666666666666666	0.133	0.373	0.494	10.51263558592871	15	18927.753691616374
342	0.6666666666666666	0.226	0.333	0.441	9.401129167317862	15	18166.51999572376
343	0.6666666666666666	0.301	0.301	0.398	8.506718384132764	15	17553.96786401306
344	0.6666666666666666	0.363	0.274	0.363	7.771442574685956	15	17050.401971316587
345	0.6666666666666666	0.415	0.252	0.333	7.169166371950478	15	16637.923075936484
346	0.6666666666666666	0.459	0.233	0.308	6.64509264344338	15	16279.002448406256
347	0.6673333333333334	0.497	0.217	0.287	6.194718784982857	15	15974.798961613802
348	0.6666666666666666	0.529	0.203	0.268	5.811876426913054	15	15708.36043557852
349	0.6666666666666666	0.558	0.19	0.252	5.460632111542234	15	15467.804912124891
350	0.666	0.012	0.373	0.614	12.764774115372632	15	20461.426130849053
351	0.666	0.118	0.333	0.548	11.370025450220655	15	19507.16447857778
352	0.6666666666666666	0.204	0.301	0.495	10.254831436145754	15	18751.19222290169
353	0.666	0.274	0.274	0.451	9.342806303364696	15	18120.178033687404
354	0.6666666666666666	0.333	0.252	0.415	8.598908102467622	15	17617.10552910999
355	0.666	0.383	0.233	0.383	7.953865629490437	15	17169.8901033429
356	0.6673333333333334	0.427	0.217	0.357	7.401287637706819	15	16801.964088670953
357	0.6666666666666666	0.464	0.203	0.333	6.932761174201733	15	16476.017036171626
358	0.6666666666666666	0.497	0.19	0.313	6.503899953041506	15	16182.304281173027
359	0.6666666666666666	0.526	0.179	0.295	6.134604408388929	15	15929.386072491965
360	0.6666666666666666	0.011	0.333	0.656	13.761163949057533	15	21152.562483244532
361	0.6666666666666666	0.107	0.301	0.592	12.420766539318024	15	20234.568977227602
362	0.6666666666666666	0.186	0.274	0.54	11.322198305528328	15	19482.196212846167
363	0.6666666666666666	0.252	0.252	0.496	10.405399879812276	15	18854.311531020765
364	0.6666666666666666	0.308	0.233	0.459	9.64508165277094	15	18333.594921261058
365	0.6673333333333334	0.357	0.217	0.427	8.976439212067557	15	17881.811665706373
366	0.6673333333333334	0.399	0.203	0.399	8.396603843667425	15	17484.304639818765
367	0.6666666666666666	0.436	0.19	0.374	7.878141793447671	15	17123.47670960586
368	0.6666666666666666	0.468	0.179	0.353	7.440789369154469	15	16823.948612621592
369	0.666	0.497	0.169	0.333	7.042265991914608	15	16546.19022242692
370	0.6666666666666666	0.01	0.301	0.689	14.5410467820152	15	21686.67823944281
371	0.666	0.097	0.274	0.628	13.263591830821142	15	20802.708133276505
372	0.6666666666666666	0.171	0.252	0.577	12.195663819329955	15	20080.403627731772
373	0.6666666666666666	0.233	0.233	0.534	11.28963030642269	15	19459.891475858687
374	0.6673333333333334	0.287	0.217	0.497	10.527734565868819	15	18945.304574157704
375	0.6666666666666666	0.333	0.203	0.464	9.84972791418647	15	18473.750324162505
376	0.6666666666666666	0.374	0.19	0.436	9.255595913712185	15	18066.849121437685
377	0.6659999999999999	0.41	0.179	0.41	8.730645116330226	15	17701.348490852022
378	0.6666666666666666	0.443	0.169	0.388	8.25347426137488	15	17380.52940580694
379	0.6673333333333332	0.472	0.161	0.368	7.854091126506976	15	17112.384214716585
380	0.6666666666666666	0.009	0.274	0.717	14.973205151386487	15	21982.649101346222
381	0.6666666666666666	0.089	0.252	0.659	13.738555596850766	15	21137.07877642986
382	0.6666666666666666	0.158	0.233	0.609	12.694883435386902	15	20422.302502115308
383	0.6666666666666666	0.217	0.217	0.566	11.801028911137507	15	19810.131333607707
384	0.6666666666666666	0.268	0.203	0.529	11.043321583832835	15	19291.20284204765
385	0.6666666666666666	0.313	0.19	0.497	10.349933790050908	15	18816.324655012864
386	0.6666666666666666	0.353	0.179	0.468	9.75295620108679	15	18407.474603584305
387	0.6666666666666666	0.388	0.169	0.443	9.222562103795614	15	18044.225366152823
388	0.6673333333333332	0.42	0.161	0.42	8.768654714387026	15	17739.36468471859
389	0.6666666666666666	0.448	0.153	0.399	8.33988474518829	15	17439.709065821284
390	0.6666666666666666	0.008	0.252	0.74	15.522043974036414	15	22358.53051635174
391	0.6666666666666666	0.083	0.233	0.684	14.35016437586669	15	21555.949242218565
392	0.6666666666666666	0.147	0.217	0.636	13.345235074010667	15	20867.70666102077
393	0.6673333333333334	0.203	0.203	0.595	12.492464054528948	15	20292.227887693873
394	0.6666666666666666	0.252	0.19	0.558	11.711338074232	15	19748.705069105687
395	0.6666666666666666	0.295	0.179	0.526	11.03819471809998	15	19287.69162260274
396	0.666	0.333	0.169	0.497	10.452583109947735	15	18879.467126813637
397	0.6673333333333332	0.368	0.161	0.472	9.927223559296614	15	18533.623332818584
398	0.6666666666666666	0.399	0.153	0.448	9.442793325095874	15	18195.054388580662
399	0.6666666666666666	0.427	0.146	0.427	9.014030231224055	15	17901.40883769098
400	0.666	0.023	0.953	0.023	0.42873077810305027	15	12021.329795477946
401	0.6673333333333332	0.208	0.774	0.019	0.39290320454678906	15	11997.355394328632
402	0.6666666666666666	0.333	0.651	0.016	0.36861451380659205	15	11980.451793355674
403	0.6673333333333334	0.425	0.562	0.014	0.35106346830979246	15	11968.672098997096
404	0.6666666666666666	0.494	0.494	0.012	0.33778909865981294	15	11959.340494035483
405	0.6666666666666666	0.548	0.441	0.011	0.32739821531977936	15	11952.224124398674
406	0.6666666666666666	0.592	0.398	0.01	0.3188150945764656	15	11946.345831105602
407	0.6666666666666666	0.628	0.363	0.009	0.3119879921404599	15	11941.670176217263
408	0.6666666666666666	0.659	0.333	0.008	0.3061185121971932	15	11937.65036505345
409	0.6666666666666666	0.684	0.308	0.008	0.3012936806402363	15	11934.345998747809
410	0.6673333333333332	0.019	0.774	0.208	4.316146906543745	15	14686.941129872986
411	0.6673333333333332	0.175	0.651	0.175	3.658371916575952	15	14236.002476912248
412	0.6673333333333332	0.288	0.562	0.151	3.1834636265724745	15	13910.428370507652
413	0.6666666666666666	0.373	0.494	0.133	2.8245021019662397	15	13662.407339566613
414	0.6666666666666666	0.441	0.441	0.118	2.536048420381504	15	13464.855028171945
415	0.6666666666666666	0.495	0.398	0.107	2.311674396992596	15	13311.188738686997
416	0.6666666666666666	0.54	0.363	0.097	2.127281620307426	15	13184.904272361213
417	0.6659999999999999	0.577	0.333	0.089	1.9730706866708525	15	13077.9390539337
418	0.6666666666666666	0.609	0.308	0.083	1.8421614696707573	15	12989.634985195178
419	0.6666666666666666	0.636	0.287	0.077	1.7296731114202735	15	12912.595458241365
420	0.6666666666666666	0.016	0.651	0.333	6.964793386029893	15	16497.954830312337
421	0.6673333333333332	0.151	0.562	0.288	6.02821919921224	15	15860.65491528939
422	0.6666666666666666	0.253	0.494	0.253	5.320714949468579	15	15371.980311726047
423	0.6666666666666666	0.333	0.441	0.226	4.767366379656439	15	14993.010321214038
424	0.6666666666666666	0.398	0.398	0.204	4.310639080921645	15	14680.21301855387
425	0.6666666666666666	0.451	0.363	0.186	3.9576891822916416	15	14438.489397978803
426	0.6666666666666666	0.496	0.333	0.171	3.6441258363815408	15	14223.740314476505
427	0.6666666666666666	0.534	0.308	0.158	3.3865545723868156	15	14047.338341475317
428	0.6666666666666666	0.566	0.287	0.147	3.1652480197888764	15	13895.772860486075
429	0.6666666666666666	0.595	0.268	0.137	2.9730344244513	15	13764.132176159213
430	0.6673333333333334	0.014	0.562	0.425	8.885415886926516	15	17819.410485586835
431	0.6666666666666666	0.133	0.494	0.373	7.826510635674179	15	17088.116250685387
432	0.6666666666666666	0.226	0.441	0.333	6.998733338931373	15	16521.1991727228
433	0.6666666666666666	0.301	0.398	0.301	6.333865739551102	15	16065.853516160565
434	0.6666666666666666	0.363	0.363	0.274	5.773104667564041	15	15681.806949992359
435	0.6666666666666666	0.415	0.333	0.252	5.319488588530492	15	15371.14041799825
436	0.6666666666666666	0.459	0.308	0.233	4.934612896547675	15	15107.551885748951
437	0.6673333333333332	0.497	0.287	0.217	4.603992269916482	15	14884.273960096058
438	0.6666666666666666	0.529	0.268	0.203	4.316892984145412	15	14684.496108408388
439	0.6666666666666666	0.558	0.252	0.19	4.065243401925137	15	14512.149697865128
440	0.6666666666666666	0.012	0.494	0.494	10.34190953547408	15	18810.82911052835
441	0.6666666666666666	0.118	0.441	0.441	9.237718368820211	15	18054.605386859334
442	0.6666666666666666	0.204	0.398	0.398	8.351170530704149	15	17447.43832412825
443	0.6666666666666666	0.274	0.363	0.363	7.623692041217417	15	16949.212555961767
444	0.666	0.333	0.333	0.333	6.999134255236303	15	16516.68027318923
445	0.666	0.383	0.308	0.308	6.486355879816793	15	16165.846641293638
446	0.6673333333333332	0.427	0.287	0.287	6.045903486912058	15	15872.778405837907
447	0.6666666666666666	0.464	0.268	0.268	5.663503006784502	15	15606.744425913146
448	0.6673333333333332	0.497	0.252	0.252	5.328372839615696	15	15380.874170370227
449	0.6666666666666666	0.526	0.237	0.237	5.032257346352768	15	15174.425314605465
450	0.6666666666666666	0.011	0.441	0.548	11.484402969758843	15	19593.284780555507
451	0.6666666666666666	0.107	0.398	0.495	10.37472987983034	15	18833.306670366474
452	0.6666666666666666	0.186	0.363	0.451	9.464425573552198	15	18209.86959447345
453	0.6666666666666666	0.252	0.333	0.415	8.704193969876279	15	17689.212310169267
454	0.666	0.308	0.308	0.383	8.041762271976225	15	17230.02738641278
455	0.6673333333333332	0.357	0.287	0.357	7.491001295884583	15	16863.467424595663
456	0.6666666666666666	0.399	0.268	0.333	7.01288674258651	15	16530.89236710608
457	0.6673333333333332	0.436	0.252	0.313	6.593945487417962	15	16248.489439615796
458	0.6666666666666666	0.468	0.237	0.295	6.223810184265563	15	15990.480134864007
459	0.6666666666666666	0.497	0.224	0.279	5.894449696255874	15	15764.912115309106
460	0.6666666666666666	0.01	0.398	0.592	12.404517036275841	15	20223.440234244114
461	0.6666666666666666	0.097	0.363	0.54	11.31033515383469	15	19474.07153568958
462	0.6666666666666666	0.171	0.333	0.496	10.396779443896886	15	18848.40768181018
463	0.6666666666666666	0.233	0.308	0.459	9.622517336307016	15	18318.141373058796
464	0.6673333333333332	0.287	0.287	0.427	8.939307947051994	15	17856.356270040345
465	0.6666666666666666	0.333	0.268	0.399	8.381353592586738	15	17468.10969710957
466	0.6666666666666666	0.374	0.252	0.374	7.876289915505428	15	17122.208420132483
467	0.6666666666666666	0.41	0.237	0.353	7.417555292447162	15	16808.03636795398
468	0.6666666666666666	0.443	0.224	0.333	7.022123943104155	15	16537.218617833933
469	0.6666666666666666	0.472	0.212	0.316	6.6578336321012515	15	16287.728326838409
470	0.6666666666666666	0.009	0.363	0.628	13.161459032282835	15	20741.844575909436
471	0.6659999999999999	0.089	0.333	0.577	12.093731020791648	15	20002.310658521063
472	0.6666666666666666	0.158	0.308	0.534	11.189000581118133	15	19390.97353132177
473	0.6673333333333332	0.217	0.287	0.497	10.412612517121605	15	18866.382477118575
474	0.6666666666666666	0.268	0.268	0.464	9.720034666669683	15	18384.927742046508
475	0.6673333333333332	0.313	0.252	0.436	9.149190193642806	15	18000.241366010123
476	0.6666666666666666	0.353	0.237	0.41	8.613451795570654	15	17627.066019726488
477	0.6666666666666666	0.388	0.224	0.388	8.151721082714886	15	17310.842045515335
478	0.6666666666666666	0.42	0.212	0.368	7.726411082127676	15	17019.561403113174
479	0.6666666666666666	0.448	0.202	0.35	7.36586705621378	15	16772.636817898943
480	0.6666666666666666	0.008	0.333	0.659	13.7950642628971	15	21175.779678182793
481	0.6666666666666666	0.083	0.308	0.609	12.75924654780994	15	20466.382652376764
482	0.6666666666666666	0.147	0.287	0.566	11.87050456932882	15	19857.712896047662
483	0.6666666666666666	0.203	0.268	0.529	11.07782291772326	15	19314.831655584734
484	0.6673333333333332	0.252	0.252	0.497	10.405399879812276	15	18861.437842551786
485	0.6666666666666666	0.295	0.237	0.468	9.811565006626406	15	18447.61382087154
486	0.6666666666666666	0.333	0.224	0.443	9.283286615523952	15	18085.81356008517
487	0.6666666666666666	0.368	0.212	0.42	8.796728235727482	15	17752.585944375227
488	0.6666666666666666	0.399	0.202	0.399	8.384312417346099	15	17470.136097559764
489	0.6659999999999999	0.427	0.192	0.38	7.987578244115507	15	17192.955660699787
490	0.6666666666666666	0.008	0.308	0.684	14.333214236382439	15	21544.340656690452
491	0.6666666666666666	0.077	0.287	0.636	13.331621839493735	15	20858.383410474606
492	0.6666666666666666	0.137	0.268	0.595	12.462958797354858	15	20263.46504834843
493	0.6666666666666666	0.19	0.252	0.558	11.702394255579595	15	19742.579745837946
494	0.6666666666666666	0.237	0.237	0.526	11.011847612624052	15	19269.647368299127
495	0.6666666666666666	0.279	0.224	0.497	10.416798541531342	15	18862.118094476766
496	0.6666666666666666	0.316	0.212	0.472	9.884057234128473	15	18497.26133108012
497	0.6666666666666666	0.35	0.202	0.448	9.404329730526186	15	18168.711954779697
498	0.6659999999999999	0.38	0.192	0.427	8.957565094382236	15	17856.60300989161
499	0.6666666666666666	0.408	0.184	0.408	8.575137303879632	15	17600.82570151703
500	0.6666666666666666	0.019	0.962	0.019	0.4300845297149336	15	12022.550558250767
501	0.6673333333333334	0.175	0.81	0.016	0.39930458379218303	15	12001.743869685759
502	0.6673333333333332	0.288	0.699	0.014	0.3771847031636907	15	11986.579551603747
503	0.666	0.373	0.614	0.012	0.36106684136241063	15	11975.035361443648
504	0.6666666666666666	0.441	0.548	0.011	0.3479491670915637	15	11966.298786235442
505	0.6666666666666666	0.495	0.495	0.01	0.33743877625379987	15	11959.100569897018
506	0.6666666666666666	0.54	0.451	0.009	0.3291154207238907	15	11953.400181139768
507	0.6666666666666666	0.577	0.415	0.008	0.3218847890815631	15	11948.448162548993
508	0.6666666666666666	0.609	0.383	0.008	0.3157624815011722	15	11944.255198164103
509	0.6666666666666666	0.636	0.357	0.007	0.3106929223942689	15	11940.783226117088
510	0.6673333333333334	0.016	0.81	0.175	2.5910581518110822	15	13504.30388892992
511	0.6673333333333332	0.151	0.699	0.151	2.24095113286688	15	13264.287485261959
512	0.6666666666666666	0.253	0.614	0.133	1.9816715244978251	15	13085.180771411076
513	0.666	0.333	0.548	0.118	1.788495533346583	15	12951.656093297026
514	0.6666666666666666	0.398	0.495	0.107	1.6286239780926612	15	12843.390275129726
515	0.666	0.451	0.451	0.097	1.4986944524610752	15	12753.379468134834
516	0.6666666666666666	0.496	0.415	0.089	1.3946931064109451	15	12683.178818810642
517	0.6666666666666666	0.534	0.383	0.083	1.3034858797942066	15	12620.714029541725
518	0.6666666666666666	0.566	0.357	0.077	1.2283123654595802	15	12569.230195357752
519	0.6666666666666666	0.595	0.333	0.072	1.1584418380437875	15	12521.378200148256
520	0.6673333333333332	0.014	0.699	0.288	5.784637042441515	15	15693.66679422258
521	0.6666666666666666	0.133	0.614	0.253	5.0841578528504385	15	15209.970241488838
522	0.6666666666666666	0.226	0.548	0.226	4.540863247286428	15	14837.88587595823
523	0.6666666666666666	0.301	0.495	0.204	4.121679293775154	15	14550.800758996811
524	0.6666666666666666	0.363	0.451	0.186	3.7649334823318448	15	14306.477444266337
525	0.6673333333333332	0.415	0.415	0.171	3.468287416271055	15	14105.689756265327
526	0.6666666666666666	0.459	0.383	0.158	3.2263096701387166	15	13937.591949422334
527	0.6673333333333332	0.497	0.357	0.147	3.010657230876249	15	13791.9606809683
528	0.666	0.529	0.333	0.137	2.8240667488741433	15	13660.17507156486
529	0.6666666666666666	0.558	0.313	0.129	2.666711600766983	15	13554.341884978614
530	0.666	0.012	0.614	0.373	8.031342306851801	15	17222.898235918015
531	0.666	0.118	0.548	0.333	7.176831759909117	15	16638.257671791787
532	0.6666666666666666	0.204	0.495	0.301	6.4912757167765065	15	16173.658362563003
533	0.666	0.274	0.451	0.274	5.948090993513622	15	15797.575602505938
534	0.6666666666666666	0.333	0.415	0.252	5.475689676480549	15	15478.117336432311
535	0.666	0.383	0.383	0.233	5.075504841526378	15	15200.568038384232
536	0.6673333333333332	0.427	0.357	0.217	4.744045393622931	15	14980.287593801137
537	0.6666666666666666	0.464	0.333	0.203	4.444742243867076	15	14772.055804749763
538	0.6666666666666666	0.497	0.313	0.19	4.191864461996413	15	14598.868241205942
539	0.6666666666666666	0.526	0.295	0.179	3.9595828710448213	15	14439.786322282896
540	0.6666666666666666	0.011	0.548	0.441	8.922144102246293	15	17838.479090825076
541	0.6666666666666666	0.107	0.495	0.398	8.02885513597456	15	17226.695254124443
542	0.6666666666666666	0.186	0.451	0.363	7.302290589817829	15	16729.095415279902
543	0.6666666666666666	0.252	0.415	0.333	6.720207570155427	15	16330.446157880448
544	0.666	0.308	0.383	0.308	6.209319585318923	15	15976.303450658754
545	0.6673333333333332	0.357	0.357	0.287	5.773104667564041	15	15685.76075694235
546	0.6666666666666666	0.399	0.333	0.268	5.4093815466219795	15	15432.705108563172
547	0.6673333333333332	0.436	0.313	0.252	5.0790535477150875	15	15209.952947518184
548	0.6666666666666666	0.468	0.295	0.237	4.798558760631833	15	15014.372943198054
549	0.6666666666666666	0.497	0.279	0.224	4.5397582996020525	15	14837.129134120793
550	0.6666666666666666	0.01	0.495	0.495	10.379635760383401	15	18836.666544427913
551	0.666	0.097	0.451	0.451	9.45128884731714	15	18194.39981587737
552	0.6673333333333332	0.171	0.415	0.415	8.67871550258597	15	17677.70672016158
553	0.666	0.233	0.383	0.383	8.048117223147703	15	17234.3753283442
554	0.6673333333333332	0.287	0.357	0.357	7.485855014282684	15	16859.939383352514
555	0.666	0.333	0.333	0.333	6.999134255236303	15	16516.68027318923
556	0.6666666666666666	0.374	0.313	0.313	6.58850132613026	15	16240.244941555742
557	0.6666666666666666	0.41	0.295	0.295	6.211785773636212	15	15982.245016837653
558	0.6673333333333332	0.443	0.279	0.279	5.888984720670139	15	15765.202505031984
559	0.6666666666666666	0.472	0.264	0.264	5.578262654618385	15	15548.366150059644
560	0.6666666666666666	0.009	0.451	0.54	11.521820628844512	15	19618.910888007977
561	0.6666666666666666	0.089	0.415	0.496	10.591415886660009	15	18981.707693577217
562	0.6666666666666666	0.158	0.383	0.459	9.802774832262056	15	18441.593723455204
563	0.6673333333333332	0.217	0.357	0.427	9.149187216308995	15	18000.239324894363
564	0.6666666666666666	0.268	0.333	0.399	8.558775622981479	15	17589.62013165925
565	0.6666666666666666	0.313	0.313	0.374	8.041762271976225	15	17235.534921334118
566	0.6673333333333332	0.353	0.295	0.353	7.601233129289437	15	16939.037027008504
567	0.6666666666666666	0.388	0.279	0.333	6.719564844787637	15	16330.005976700226
568	0.6666666666666666	0.42	0.264	0.316	6.828590848202467	15	16404.67425223893
569	0.666	0.448	0.251	0.3	6.511641037603834	15	16183.14628606166
570	0.6666666666666666	0.008	0.415	0.577	12.005036469846921	15	19949.849310315825
571	0.6666666666666666	0.083	0.383	0.534	11.08060884622855	15	19316.739645153728
572	0.6673333333333332	0.147	0.357	0.497	10.290909657567973	15	18782.94889514053
573	0.6666666666666666	0.203	0.333	0.464	9.63208861877617	15	18324.696425379174
574	0.6673333333333332	0.252	0.313	0.436	9.03352213792138	15	17920.94495305261
575	0.6666666666666666	0.295	0.295	0.41	8.506718384132764	15	17553.96786401306
576	0.6666666666666666	0.333	0.279	0.388	8.055824208322978	15	17245.165472806795
577	0.6666666666666666	0.368	0.264	0.368	7.6368818284813464	15	16958.24580159926
578	0.6666666666666666	0.399	0.251	0.35	7.260563405891041	15	16700.517857914576
579	0.666	0.427	0.239	0.333	6.9327041820477255	15	16471.23002614094
580	0.6666666666666666	0.008	0.383	0.609	12.836519154557404	15	20519.30408498455
581	0.6666666666666666	0.077	0.357	0.566	11.932263906688288	15	19900.009807560586
582	0.666	0.137	0.333	0.529	11.17628765610447	15	19374.612605871338
583	0.6666666666666666	0.19	0.313	0.497	10.48820772195296	15	18911.023861841517
584	0.6666666666666666	0.237	0.295	0.468	9.88160147998753	15	18495.57946692746
585	0.6673333333333332	0.279	0.279	0.443	9.361670353046922	15	18145.907465092525
586	0.6666666666666666	0.316	0.264	0.42	8.877987749185817	15	17808.237876492392
587	0.6666666666666666	0.35	0.251	0.399	8.443003658805619	15	17510.331772460675
588	0.666	0.38	0.239	0.38	8.049744392285909	15	17235.48860785408
589	0.6666666666666666	0.408	0.229	0.363	7.7051217011477675	15	17004.981015726065
590	0.6666666666666666	0.007	0.357	0.636	13.196814359199045	15	20766.058260803453
591	0.6666666666666666	0.072	0.333	0.595	12.305196103474909	15	20155.418638066516
592	0.6666666666666666	0.129	0.313	0.558	11.528418911318195	15	19623.429831731453
593	0.6666666666666666	0.179	0.295	0.526	10.869411309318078	15	19172.09749204164
594	0.6666666666666666	0.224	0.279	0.497	10.261874121407313	15	18756.015523281156
595	0.6666666666666666	0.264	0.264	0.472	9.720034666669683	15	18384.927742046508
596	0.666	0.3	0.251	0.448	9.250917823042904	15	18057.309607821575
597	0.666	0.333	0.239	0.427	8.810498995090047	15	17755.9830613589
598	0.6666666666666666	0.363	0.229	0.408	8.42527130310723	15	17498.187473121372
599	0.6673333333333334	0.391	0.219	0.391	8.06025292322946	15	17253.718750574437
600	0.6666666666666666	0.016	0.968	0.016	0.4300845297149336	15	12022.550558250767
601	0.6673333333333332	0.151	0.836	0.014	0.4042191912862997	15	12005.113086389083
602	0.6666666666666666	0.253	0.735	0.012	0.38461190559924463	15	11991.407873748069
603	0.6666666666666666	0.333	0.656	0.011	0.36861451380659205	15	11980.451793355674
604	0.6666666666666666	0.398	0.592	0.01	0.3563475234060717	15	11972.05054053004
605	0.6666666666666666	0.451	0.54	0.009	0.34624858060635894	15	11965.134111237941
606	0.6666666666666666	0.496	0.496	0.008	0.33743877625379987	15	11959.100569897018
607	0.6673333333333334	0.534	0.459	0.008	0.3303005268258751	15	11954.438032626287
608	0.6666666666666666	0.566	0.427	0.007	0.32415785028298866	15	11950.004906397142
609	0.6673333333333332	0.595	0.399	0.007	0.3188150945764656	15	11946.564176936708
610	0.6673333333333332	0.014	0.836	0.151	2.5910581518110822	15	13504.30388892992
611	0.6673333333333332	0.133	0.735	0.133	2.297689600134605	15	13303.184628496332
612	0.6666666666666666	0.226	0.656	0.118	2.069466406740233	15	13145.308559762827
613	0.6666666666666666	0.301	0.592	0.107	1.8794093196845347	15	13015.144796074615
614	0.6666666666666666	0.363	0.54	0.097	1.7312658115020305	15	12913.686245437357
615	0.6666666666666666	0.415	0.496	0.089	1.607710782814709	15	12829.067524790367
616	0.6673333333333334	0.459	0.459	0.083	1.4986944524610752	15	12755.43227988285
617	0.6673333333333332	0.497	0.427	0.077	1.4095634952413647	15	12694.32841549341
618	0.6666666666666666	0.529	0.399	0.072	1.3322451483013902	15	12640.410293900011
619	0.666	0.558	0.374	0.067	1.2645176409364596	15	12593.15995570766
620	0.6666666666666666	0.012	0.735	0.253	4.3400503162922845	15	14700.355793284709
621	0.6666666666666666	0.118	0.656	0.226	3.871439522361296	15	14379.419880881173
622	0.6666666666666666	0.204	0.592	0.204	3.4990223726551246	15	14124.363788952407
623	0.6666666666666666	0.274	0.54	0.186	3.1834636265724745	15	13908.248122385268
624	0.6666666666666666	0.333	0.496	0.171	2.934002869983332	15	13737.400765555918
625	0.6666666666666666	0.383	0.459	0.158	2.7235360383897884	15	13593.259048158552
626	0.6673333333333332	0.427	0.427	0.147	2.536048420381504	15	13466.591883200117
627	0.6666666666666666	0.464	0.399	0.137	2.3814284204853946	15	13358.960944243097
628	0.6666666666666666	0.497	0.374	0.129	2.246327414473299	15	13266.43476859228
629	0.6666666666666666	0.526	0.353	0.121	2.127281620307426	15	13184.904272361213
630	0.6666666666666666	0.011	0.656	0.333	6.997915568222162	15	16520.639108823085
631	0.6666666666666666	0.107	0.592	0.301	6.33699268810725	15	16067.995058995051
632	0.6666666666666666	0.186	0.54	0.274	5.793853712882868	15	15696.01727949638
633	0.6666666666666666	0.252	0.496	0.252	5.320714949468579	15	15371.980311726047
634	0.6666666666666666	0.308	0.459	0.233	4.93791246149503	15	15109.811647795896
635	0.6673333333333332	0.357	0.427	0.217	4.608779846196931	15	14887.556090356069
636	0.6673333333333334	0.399	0.399	0.203	4.310639080921645	15	14683.165231572424
637	0.6666666666666666	0.436	0.374	0.19	4.061232267662509	15	14509.40260571313
638	0.6666666666666666	0.468	0.353	0.179	3.840643034157381	15	14358.328392659918
639	0.666	0.497	0.333	0.169	3.6441258363815408	15	14221.244574162029
640	0.6666666666666666	0.01	0.592	0.398	8.031342306851801	15	17228.39863455257
641	0.6666666666666666	0.097	0.54	0.363	7.320649968182412	15	16741.669141542527
642	0.6666666666666666	0.171	0.496	0.333	6.728790481220667	15	16336.324307571995
643	0.6666666666666666	0.233	0.459	0.308	6.207356022110602	15	15979.211227676147
644	0.6673333333333332	0.287	0.427	0.287	5.78142557339862	15	15691.465166695969
645	0.6666666666666666	0.333	0.399	0.268	5.4122615884672545	15	15434.677553221607
646	0.6666666666666666	0.374	0.374	0.252	5.089228343696787	15	15213.442851653139
647	0.6666666666666666	0.41	0.353	0.237	4.804195888787508	15	15018.233624367604
648	0.6666666666666666	0.443	0.333	0.224	4.539969064204312	15	14837.273479771393
649	0.6666666666666666	0.472	0.316	0.212	4.304683257910355	15	14676.134073900872
650	0.6666666666666666	0.009	0.54	0.451	8.922144102246293	15	17838.479090825076
651	0.6666666666666666	0.089	0.496	0.415	8.937587664573801	15	17849.055871877776
652	0.6666666666666666	0.158	0.459	0.383	7.555008244400078	15	16902.173312981467
653	0.6673333333333332	0.217	0.427	0.357	6.998733338931373	15	16525.99237189552
654	0.6666666666666666	0.268	0.399	0.333	6.540464529299372	15	16207.34614063283
655	0.6666666666666666	0.313	0.374	0.313	6.8032988264216065	15	16387.352589588612
656	0.6673333333333332	0.353	0.353	0.295	5.773104667564041	15	15685.76075694235
657	0.6666666666666666	0.388	0.333	0.279	6.0789311146137734	15	15891.25728936182
658	0.6666666666666666	0.42	0.316	0.264	5.1843552111144735	15	15278.592072251933
659	0.666	0.448	0.3	0.251	5.498594112386906	15	15490.038017282275
660	0.6666666666666666	0.008	0.496	0.496	10.379635760383401	15	18836.666544427913
661	0.6673333333333334	0.083	0.459	0.459	9.610149756539453	15	18316.252901158583
662	0.6673333333333332	0.147	0.427	0.427	8.949251196389131	15	17863.172879869737
663	0.6673333333333334	0.203	0.399	0.399	8.351170530704149	15	17453.157762452378
664	0.6666666666666666	0.252	0.374	0.374	7.851243586836624	15	17105.055024504843
665	0.6673333333333332	0.295	0.353	0.353	7.40936955574627	15	16807.504659975173
666	0.666	0.333	0.333	0.333	6.999134255236303	15	16516.68027318923
667	0.6666666666666666	0.368	0.316	0.316	6.6484150061250205	15	16281.277823861488
668	0.666	0.399	0.3	0.3	6.3322803899461135	15	16060.430995298033
669	0.6659999999999999	0.427	0.286	0.286	6.033532684827925	15	15856.033252664402
670	0.6673333333333334	0.008	0.459	0.534	10.98337984018935	15	19257.67289062423
671	0.6673333333333332	0.077	0.427	0.497	10.21135243878819	15	18728.408321818315
672	0.6666666666666666	0.137	0.399	0.464	9.542846246559193	15	18263.577299393506
673	0.6666666666666666	0.19	0.374	0.436	8.933542790123177	15	17846.285672195692
674	0.6666666666666666	0.237	0.353	0.41	8.421036542863853	15	17495.287226989356
675	0.6666666666666666	0.279	0.333	0.388	7.965603699228048	15	17183.376453477984
676	0.6666666666666666	0.316	0.316	0.368	7.540710638483741	15	16892.38135927623
677	0.6666666666666666	0.35	0.3	0.35	7.175855508823915	15	16642.50424280987
678	0.666	0.38	0.286	0.333	6.845735138513099	15	16411.72738939114
679	0.6666666666666666	0.408	0.274	0.318	6.545613983526584	15	16210.872830184573
